Price,Close,High,Low,Open,Volume
Ticker,MRF.NS,MRF.NS,MRF.NS,MRF.NS,MRF.NS
Date,,,,,
12/21/2022,87774.5,89473.44737,86864.63454,88875.29896,7768
12/22/2022,87774.30469,88477.95021,87085.83681,87781.56694,5601
12/23/2022,85662.63281,87721.81636,85367.29075,87721.81636,7258
12/26/2022,87180.97656,87954.63978,84796.78821,85395.34093,6899
12/27/2022,87672.21094,88070.16543,87084.86242,87582.4902,5533
12/28/2022,87506.07031,88169.65671,87084.82856,87343.5949,5192
12/29/2022,87152.46875,87482.94016,86200.50706,87482.94016,6365
12/30/2022,88115.375,88826.53153,87395.60329,87482.93694,6766
1/2/2023,87633.4375,88324.2925,87462.75119,88179.63057,4248
1/3/2023,88454.46875,88698.1586,87545.35735,87978.48784,4793
1/4/2023,87594.67188,88650.93338,86983.33621,88470.24786,7515
1/5/2023,90842.71875,91463.96021,88022.3208,88080.09225,22626
1/6/2023,92699.57813,92956.85164,90128.13371,91145.48686,28710
1/9/2023,93004.23438,93552.76786,92461.22145,93155.90975,8191
1/10/2023,93717.17188,94031.7192,92652.19429,92807.5552,11295
1/11/2023,90709.5625,93951.95668,90319.42241,93813.76392,12684
1/12/2023,89093.51563,91228.58713,88152.75052,91163.14909,13853
1/13/2023,89287.28906,90219.8899,88733.274,89274.3974,13692
1/16/2023,88805.00781,90249.37236,88577.73966,89672.52072,9198
1/17/2023,89101.97656,89539.04139,88587.72501,89257.33748,6548
1/18/2023,89768.89063,89971.02852,88856.34264,88936.00971,6516
1/19/2023,90054.67969,90467.71063,89392.83492,89571.98087,5767
1/20/2023,89132.07031,90766.17828,88832.1486,90054.67189,7211
1/23/2023,89852.00781,90110.17551,89254.45802,89568.01013,4493
1/24/2023,89985.52344,90517.88402,89617.8232,90070.61778,4227
1/25/2023,89146.75781,90006.90719,88010.02854,89871.55248,5737
1/27/2023,87842.32813,89240.31191,86498.9823,89214.68409,9731
1/30/2023,88840.375,89779.0019,87644.92556,87940.76522,7747
1/31/2023,90438.25781,90657.8127,88980.85404,89075.35665,11151
2/1/2023,91525.13281,92508.98943,90292.10468,90568.2414,11990
2/2/2023,92376.96875,92558.75059,90620.63847,91264.91859,7087
2/3/2023,92412.79688,93005.61918,91016.10369,93005.61918,8666
2/6/2023,92238.125,92799.05245,91774.03278,92344.76505,6467
2/7/2023,91304.57031,92260.1631,91115.61955,92160.63757,5791
2/8/2023,91837.83594,92046.04647,90309.32583,91195.25085,5787
2/9/2023,88391.67188,92658.28548,86936.56171,91837.1997,36042
2/10/2023,88648.28125,89549.98253,87707.5162,88577.71921,10500
2/13/2023,88382.5625,88983.79786,87781.5293,88983.79786,7364
2/14/2023,87632.24219,88836.50128,87084.85169,88836.50128,6328
2/15/2023,88433.86719,88651.5793,87632.23564,87970.62246,6123
2/16/2023,88792.50781,89544.82763,88301.25594,88378.68371,8304
2/17/2023,88318.66406,89242.55649,88129.86101,88697.15656,4351
2/20/2023,88757.96875,89572.9818,88296.17027,88577.72645,5810
2/21/2023,89533.39844,90018.89721,88701.38364,89225.65202,6804
2/22/2023,87245.32813,89575.99921,87087.77701,89534.19707,10970
2/23/2023,86322.23438,87833.23032,85595.82138,87584.40815,10316
2/24/2023,86391.76563,87049.94698,86241.7725,86938.47464,4732
2/27/2023,84741.97656,86377.135,84402.52865,86377.135,7189
2/28/2023,84854.9375,85493.51633,84241.24089,85161.883,9473
3/1/2023,85663.125,86037.70354,84427.87037,85250.72548,6829
3/2/2023,86393.75781,86739.4185,85594.83639,86072.57501,4710
3/3/2023,85956.27344,86987.64145,85794.78783,86591.11995,5234
3/6/2023,86306.8125,86838.94207,85992.94664,85992.94664,4610
3/8/2023,86344.08594,86788.1869,86063.76441,86149.2115,4988
3/9/2023,85193.63281,86758.37452,84957.85046,86391.0663,6402
3/10/2023,84710.21094,85146.89381,83953.58943,85097.07495,4951
3/13/2023,82684.90625,85188.30636,82422.30553,84927.99169,7256
3/14/2023,82103.66406,83267.75547,81892.76391,82997.09133,6817
3/15/2023,81720.27344,82807.02765,81588.14886,82800.06063,4360
3/16/2023,82749.00781,83107.60724,80996.64643,81714.20297,7114
3/17/2023,82511.23438,83162.35545,81663.45044,83162.35545,10903
3/20/2023,83166.27344,83294.66567,81847.91253,83162.33894,5263
3/21/2023,83351.46875,85306.21626,82840.0924,83206.15656,6860
3/22/2023,84002.21875,84101.89536,83280.82883,83504.72214,2961
3/23/2023,83768.125,84379.33336,83604.25227,83951.60803,2966
3/24/2023,83483.32031,84379.5311,83305.66129,84051.08584,3982
3/27/2023,83315.39063,84151.5811,83023.97313,83482.84799,3643
3/28/2023,81977.30469,83856.95407,81836.16808,83503.72767,4242
3/29/2023,81625.625,82311.87663,81401.18738,81514.15265,5133
3/31/2023,83651.25,84046.17753,81701.52566,82033.70334,5856
4/3/2023,84003.21875,84151.66451,83357.42408,83651.23644,2396
4/5/2023,83554.39063,84347.23921,83435.05706,83887.12032,2944
4/6/2023,83609.78125,84101.90492,82933.18702,83604.26051,3733
4/10/2023,84000.82813,84380.57742,83355.43005,83355.43005,3582
4/11/2023,84218.35156,84896.43871,83897.16876,84202.4736,3034
4/12/2023,85053.64063,85390.00155,84350.71798,84401.37662,4928
4/13/2023,85114.0625,85296.29365,85004.9773,85295.25171,2496
4/17/2023,84974.13281,85296.2565,84600.54958,85096.20344,2573
4/18/2023,86412.32031,87082.79507,85084.70611,85097.19388,6492
4/19/2023,85432.83594,86932.19155,85293.24671,86590.10775,2897
4/20/2023,86095.11719,86459.94496,85606.92803,85872.5224,2998
4/21/2023,86109.80469,86540.36821,85684.56751,85893.43044,3418
4/24/2023,86486.78125,86789.20137,85893.44126,86535.40267,3160
4/25/2023,86153.64844,86988.19813,85680.43525,86689.65813,3991
4/26/2023,86820.25781,86921.47404,85992.97048,86142.26383,4413
4/27/2023,87043.875,87187.29767,86401.01953,87084.78292,3368
4/28/2023,88587.45313,88879.27486,86964.33953,87025.40205,7620
5/2/2023,88179.49219,89077.2426,87587.44315,88587.66164,5222
5/3/2023,93119.01563,93945.30748,87902.76158,88369.6531,47192
5/4/2023,94662.71094,95308.85554,92587.98478,93557.14725,28698
5/5/2023,98149.45313,98508.35581,94054.78848,94662.70775,44972
5/8/2023,97270.21875,99462.69221,96939.38631,98155.38039,26682
5/9/2023,97040.41406,98732.65393,96743.42142,97687.10299,13521
5/10/2023,96771.28125,97737.35673,96120.05915,97737.35673,9964
5/11/2023,96902.32031,97777.17924,96742.0788,97239.72324,9435
5/12/2023,96233.625,97339.2431,96144.94321,97299.43155,6319
5/15/2023,96444.38281,97196.27688,94701.73314,96249.40728,9670
5/16/2023,96096.97656,97140.18696,95945.8404,96343.95592,9357
5/17/2023,97195.02344,97438.7681,95846.10394,96081.19425,9469
5/18/2023,96603.42188,97936.40893,96344.04808,97411.14532,8164
5/19/2023,95783.26563,96822.65046,95249.1454,96799.85213,10866
5/22/2023,95459.58594,96098.50686,95223.50035,95902.6838,7085
5/23/2023,95037.78125,95999.37791,94776.66569,95613.40805,9019
5/24/2023,95189.70313,96999.239,94889.37477,95099.83167,13583
5/25/2023,96271.64844,96595.26503,95120.14596,95229.23117,8319
5/26/2023,97420.64844,97708.48905,96146.03349,96279.25444,6694
5/29/2023,97321.53125,97977.12331,97015.77542,97588.06648,4096
5/30/2023,96638.95313,97473.60383,96443.47997,97321.52682,4289
5/31/2023,96753.71875,98185.98598,96194.76301,96449.85242,13323
6/1/2023,97107.64063,97527.31038,96641.54998,96642.54527,3795
6/2/2023,95914.5,97637.84276,95614.96469,97107.64924,7514
6/5/2023,96341.42188,96730.08216,96047.50842,96423.57986,3003
6/6/2023,96180.97656,96791.33741,95774.30001,96431.54052,4249
6/7/2023,97093.50781,98763.00366,96319.21979,96543.01203,10781
6/8/2023,96620,98134.47964,96443.48398,97150.13902,9411
6/9/2023,97927.41406,98133.38442,96692.30731,96805.77023,8604
6/12/2023,98502.27344,98931.69384,97690.32005,97871.81249,7627
6/13/2023,99521.75781,99966.75296,98683.07932,98683.07932,16655
6/14/2023,99642.48438,99926.98922,98931.70048,99521.9067,9786
6/15/2023,99609.5,100374.4805,99241.24314,99627.4152,8297
6/16/2023,99421.88281,100220.5554,99080.49877,99611.48532,9713
6/19/2023,99288.21875,100176.8094,99088.01019,99528.87646,4964
6/20/2023,98880.14844,99727.93228,97817.07897,99727.93228,8914
6/21/2023,99949.09375,100474.4041,99015.6606,99178.53805,10714
6/22/2023,99397.96094,100424.6481,99031.24364,99927.00363,5564
6/23/2023,99023.32813,99505.99658,98414.21133,99505.99658,4670
6/26/2023,99483.73438,99608.39429,98605.04217,99329.76788,3699
6/27/2023,99122.05469,100027.472,98832.17683,99429.3501,7862
6/28/2023,99914.25781,100225.4333,99130.76337,99420.64123,4178
6/30/2023,100783.4375,101169.4074,99549.03062,100124.0587,9620
7/3/2023,99428.79688,101407.9751,99130.75456,100596.8148,9229
7/4/2023,98681.79688,100006.6275,98533.59991,100006.6275,5734
7/5/2023,99719.17188,99827.45617,98632.11445,99130.75409,5430
7/6/2023,100829.2188,101407.9792,99572.16907,99742.86109,8593
7/7/2023,100750.7422,101494.5262,100205.6738,100703.3182,6354
7/10/2023,100128.8828,101362.4887,99927.23576,100700.3263,5534
7/11/2023,101449.9844,101733.3384,100336.1008,100474.2981,7421
7/12/2023,101749.7578,102012.0708,101173.7889,101418.9254,6691
7/13/2023,100786.875,101818.0408,100527.4468,101620.9736,3256
7/14/2023,101659.9844,101917.562,100787.1628,100972.0377,5109
7/17/2023,101507.6563,101859.0476,101340.7976,101659.9899,2065
7/18/2023,101763.7578,102017.0588,101132.3404,101519.4611,3212
7/19/2023,102234.2266,102504.7974,101584.4507,101774.2554,4956
7/20/2023,101583.2813,102418.4585,101287.9878,102185.2239,3770
7/21/2023,101775.7266,101986.1253,101238.1326,101686.0497,2112
7/24/2023,102408.0391,102869.8197,101437.5287,101786.4538,4020
7/25/2023,102210.9375,102383.6087,101686.7554,101888.2363,2053
7/26/2023,101891.2734,102946.3748,101686.755,102683.684,4152
7/27/2023,102088.6641,102582.9928,101557.5034,102309.8343,2542
7/28/2023,102219.2734,102476.4811,101567.8348,101736.8143,2608
7/31/2023,102640.0703,102981.6197,101786.4499,101955.9278,3198
8/1/2023,102968.5625,103252.8898,102192.352,102192.352,3426
8/2/2023,102274.1484,102883.0228,101686.7548,102681.6899,3702
8/3/2023,106644.8359,107269.5599,101088.6469,102287.9057,23043
8/4/2023,110954.7031,111653.0519,106447.4394,108135.8865,26665
8/7/2023,107883.9219,111157.5876,107580.9567,111129.6736,11175
8/8/2023,107304.3047,108496.328,105539.0394,107883.9176,11305
8/9/2023,106090.0938,107667.3367,105674.4756,107304.3066,8607
8/10/2023,106028.9844,106425.4584,105275.75,106073.4957,6482
8/11/2023,105663.7578,106422.1716,105291.2568,106422.1716,4759
8/14/2023,105940.0078,106322.4781,104485.1379,105386.4085,4265
8/16/2023,106136.7578,106322.4826,104512.4099,105176.0142,4641
8/17/2023,106145.9219,106650.7184,105580.5619,105580.5619,4952
8/18/2023,107429.4219,107668.3344,106103.2025,106172.9408,7089
8/21/2023,107467.4063,108266.4449,107237.7621,108166.7987,6810
8/22/2023,108078.8672,108216.5992,107427.0781,107967.4136,3566
8/23/2023,108341.8047,108864.6472,107719.3238,108077.0733,4181
8/24/2023,108261.6484,109063.0313,107774.0022,109063.0313,4788
8/25/2023,108208.6641,108561.281,107668.8738,107795.585,3562
8/28/2023,107955.4453,108566.111,107590.1176,108190.4246,3583
8/29/2023,108478.3359,108665.2601,107918.4123,108020.948,2244
8/30/2023,109257.3906,109441.5187,108478.3373,108664.2646,2943
8/31/2023,108352.4766,109340.184,107933.8676,109340.184,5954
9/1/2023,107652.5234,109163.7197,107228.7274,109163.7197,6574
9/4/2023,107863.1328,108645.3249,107017.885,108165.802,4965
9/5/2023,108186.7266,108465.8667,107556.8155,108120.6333,3494
9/6/2023,109059.7969,109201.5633,107169.8687,107918.0639,8365
9/7/2023,108869.7813,109548.1447,108464.6776,108496.7818,2632
9/8/2023,108524.0859,109084.7105,108266.6836,108964.3313,2652
9/11/2023,109104.3672,109512.6564,108570.5584,109113.8847,3871
9/12/2023,107584.7891,109462.8007,107224.7419,109462.8007,8831
9/13/2023,108723.7344,108856.3259,107146.7406,107776.0053,7363
9/14/2023,110660.3672,110858.5068,108665.263,108665.263,6353
9/15/2023,108898.3906,112381.7617,108206.3739,110659.1152,14149
9/18/2023,108669.2031,109461.5592,107728.1489,109329.2169,7075
9/20/2023,109267.3047,109427.561,107768.0247,108665.2608,4471
9/21/2023,108507.3984,109437.8837,108166.7992,108682.8112,3636
9/22/2023,108321.375,109014.194,108143.9216,108166.8043,3372
9/25/2023,109024.3594,109153.6564,107320.4052,108665.2157,6572
9/26/2023,109382.6484,109642.2005,108646.7669,108964.3355,3557
9/27/2023,109946.7188,110160.6613,108916.3926,109382.6594,2909
9/28/2023,108392.5,109938.8381,107973.4939,109773.8464,7911
9/29/2023,106966.0938,109026.4967,106472.0142,108391.9514,9966
10/3/2023,107961.8828,108267.0911,106223.8305,107817.6241,5523
10/4/2023,106573.1094,107917.3669,106114.226,107917.3669,3710
10/5/2023,106442.6094,107488.8864,106255.7319,106970.4833,3120
10/6/2023,107219.9688,107668.3376,106671.4085,106671.4085,3580
10/9/2023,106937.5391,107353.8504,106078.233,107020.3309,4229
10/10/2023,106874.8828,107678.8516,106672.405,107368.2614,4103
10/11/2023,107407.2813,107830.5321,106969.3802,106990.417,3534
10/12/2023,108351.4766,108515.7206,107578.7553,107768.0239,3311
10/13/2023,108757.7344,108914.5015,107967.5668,108420.0247,3150
10/16/2023,109212.0234,109512.6442,107988.2932,108655.3866,4661
10/17/2023,110545.2109,113090.9157,110271.8499,110360.0314,15221
10/18/2023,109335.9844,110758.7577,109065.0689,110659.1116,5862
10/19/2023,109238.5391,109811.6798,108367.1764,109064.5282,5030
10/20/2023,109168.3125,109708.4455,108565.6144,108834.8398,3657
10/23/2023,108642.6797,110060.9591,108305.5152,109014.1837,9731
10/25/2023,108298.8438,109611.1995,107817.8722,108964.2939,4580
10/26/2023,107151.2266,108366.1871,106747.1276,108366.1871,5675
10/27/2023,107858.5469,108541.6458,107298.8257,107946.4791,3807
10/30/2023,108680.9219,109113.4878,107588.0384,107858.5489,4654
10/31/2023,107965.2109,109163.6753,107575.7155,109163.6753,8331
11/1/2023,108250.3359,108939.4164,108017.0546,108166.7964,3163
11/2/2023,110160.6953,110459.7273,108590.4855,109163.9221,5623
11/3/2023,107392.4219,111456.6518,106970.4717,110409.6739,25427
11/6/2023,107062.0391,108560.5712,106774.2771,108560.5712,7716
11/7/2023,106856.2422,107668.3422,106679.4353,107668.3422,4702
11/8/2023,108015.3594,108366.1771,107000.4857,107498.8489,5787
11/9/2023,107746.2969,108773.8815,107443.4252,107992.8343,5103
11/10/2023,107963.1328,108146.7625,107008.472,107966.4196,3311
11/13/2023,107307.0547,108166.8048,106704.3565,108166.8048,6671
11/15/2023,109043.5938,109174.1447,107481.5073,107966.412,6906
11/16/2023,109960.1172,110160.6479,108665.2545,108685.1931,5724
11/17/2023,111135.9297,112257.1548,109466.1295,109665.1702,11891
11/20/2023,111051.8828,111260.2934,110313.1384,111000.0878,4443
11/21/2023,111095.1094,111409.8048,110545.1946,111060.9169,2888
11/22/2023,110859.2734,111445.6861,110280.8364,110664.2205,3222
11/23/2023,111039.6875,111659.0465,110779.7779,110861.5283,1854
11/24/2023,111108.9688,111210.4558,110430.9841,110662.1299,2854
11/28/2023,111207.4141,111459.6907,110861.517,111060.9082,3104
11/29/2023,111924.8203,112153.8242,111260.3491,111260.3491,5354
11/30/2023,111343.0547,112646.0297,111103.9877,111858.481,13163
12/1/2023,111070.1797,111758.7804,110772.2923,111311.1471,3677
12/4/2023,111167.2344,111758.6319,110518.7689,111659.0842,4689
12/5/2023,113383.6719,114110.6009,110647.222,111350.0294,7340
12/6/2023,113741.5703,114151.4205,113105.4111,113373.8415,3569
12/7/2023,117051.1641,118637.7729,113497.5687,113742.7186,11242
12/8/2023,117590.3672,117740.3078,116665.044,117092.4889,7684
12/11/2023,118688.0703,119235.9444,117258.0848,117590.9669,9161
12/12/2023,119139.1406,119984.6606,118538.0774,118688.0725,8705
12/13/2023,119420.6406,119702.4832,118783.3364,119136.2589,3862
12/14/2023,120191.8281,120631.6883,119186.1487,119584.8844,4276
12/15/2023,119718.5156,120824.4436,119486.5754,120192.8175,4857
12/18/2023,119055.1484,119910.8873,118949.1751,119720.4686,3968
12/19/2023,118423.0313,119634.7301,118206.5438,118949.572,4139
12/20/2023,116961.8516,119234.0081,116643.8693,119136.2597,4608
12/21/2023,117217.3125,117369.5975,115148.4729,116644.8105,4166
12/22/2023,119180.4141,120332.5526,117541.169,119295.765,12705
12/26/2023,119903.2578,120132.2072,119336.6363,119913.8738,2962
12/27/2023,120670.1172,120974.5393,119634.7315,119903.2632,4444
12/28/2023,125478.2422,126245.1507,120631.6881,120863.9789,13240
12/29/2023,129184.8281,130002.4334,124703.9075,125716.1685,17516
1/1/2024,129029.5859,130336.4006,128607.3283,129175.5933,9043
1/2/2024,129596.6172,129873.0778,126869.7475,129055.971,8846
1/3/2024,130198.3281,130556.3833,128607.3342,129345.0817,7203
1/4/2024,131109.4531,131548.3631,129752.8451,130102.7767,6833
1/5/2024,132297.2969,133093.6621,131199.3992,131199.3992,8182
1/8/2024,131519.0313,133193.2787,130800.631,132994.9312,7613
1/9/2024,131291.5938,132694.8562,130802.836,131598.2045,5777
1/10/2024,131427.1563,131797.214,129813.676,131696.9264,5915
1/11/2024,132962.0469,133218.2646,131600.9058,132055.8137,4736
1/12/2024,133942.1406,134230.074,132257.5341,133460.5174,6940
1/15/2024,135537.3125,136383.5256,133243.2078,134288.9679,8379
1/16/2024,136178.9219,137380.5499,134803.7144,134803.7144,7490
1/17/2024,134467.75,149796.8078,133592.1732,135814.3418,37455
1/18/2024,137168.3906,137530.0364,133342.8679,135984.8013,14497
1/19/2024,139007.5469,139569.8302,137613.1946,138572.2197,10260
1/23/2024,140568.0781,147399.767,139395.6577,145342.252,22069
1/24/2024,139345.5938,141567.6063,135690.9553,141468.0665,17366
1/25/2024,136441.3594,140171.9688,135718.6597,140029.4508,13504
1/29/2024,143435.6563,143711.2211,135918.0621,136440.5761,26375
1/30/2024,140191.7969,144309.3809,139577.8278,144209.6853,13414
1/31/2024,142143.4219,142410.1544,140072.4324,140570.817,11634
2/1/2024,142044.125,143910.6295,141269.6925,143063.2168,12544
2/2/2024,140512.8281,143062.6523,140019.7866,142564.7195,12058
2/5/2024,141214.5938,143536.0995,139983.8982,142450.0716,19822
2/6/2024,142951.25,143162.9007,141329.5918,141812.0251,8245
2/7/2024,142561.5156,144386.6928,142098.1336,143945.4931,7534
2/8/2024,142049.3906,143412.1362,141577.7837,143412.1362,7121
2/9/2024,136666.0781,143312.4419,135885.1188,143312.4419,26614
2/12/2024,143365.0156,144328.9163,137136.2837,137181.1467,40809
2/13/2024,144187.1719,144963.8941,142066.8332,144361.2342,15951
2/14/2024,146836.1719,147584.8859,142333.8249,143661.3654,11908
2/15/2024,148057.7656,149742.1849,146602.3658,147549.4739,16290
2/16/2024,147603.8438,148745.857,147050.9381,148394.9285,9418
2/19/2024,148449.0469,149094.7317,147650.1891,148544.8637,11657
2/20/2024,148173.6875,148484.6911,146681.696,147902.422,6520
2/21/2024,149233.3438,150338.7412,148250.3719,148250.3719,12528
2/22/2024,149710.4219,150284.1816,148452.7832,148754.8203,7334
2/23/2024,150269.2656,150987.0886,149596.3066,149710.4604,7594
2/26/2024,147926.1094,150767.4918,146929.5381,150393.875,24255
2/27/2024,146704.2031,149197.4848,145666.1951,148449.7526,11115
2/28/2024,145586.8438,148050.9639,145259.4305,147053.9877,9984
2/29/2024,145639.8281,146642.646,144309.0207,145857.6207,58201
3/1/2024,144747.0156,147054.019,143664.2993,145639.8547,8313
3/4/2024,145703.875,146356.0999,144178.4547,145184.6529,9680
3/5/2024,144956.5938,146700.0091,144561.542,146056.9594,4157
3/6/2024,145299.4219,145708.042,143564.5896,145139.8122,5515
3/7/2024,143521.375,145295.2451,143094.2174,145295.2451,7336
3/11/2024,144512.4063,144897.831,143450.6266,144063.0659,10522
3/12/2024,141846.4375,144207.1213,141171.8273,144207.1213,6303
3/13/2024,138637.2188,143066.083,137330.3855,141846.4384,9846
3/14/2024,139877.4531,142491.2286,138479.9885,138679.3838,7838
3/15/2024,140884.7813,142201.5379,137129.9655,140075.1896,23415
3/18/2024,136598.4688,140872.7555,135887.8739,140872.7555,16839
3/19/2024,132278.5469,136575.7633,131750.5545,136575.7633,13171
3/20/2024,131114.9844,133633.7356,129222.6691,132278.845,14354
3/21/2024,131185.7188,132567.8394,130649.2988,131622.7994,10316
3/22/2024,130905.9219,132348.4997,130105.3967,131301.7682,11040
3/26/2024,131247.3281,131917.2338,130304.8274,131595.8648,7707
3/27/2024,131410.8594,133439.2077,130867.1022,131600.8768,7985
3/28/2024,132984.0156,133594.8194,131601.3653,132487.1787,10442
4/1/2024,135308.9688,136575.6894,134148.1924,135583.7915,12671
4/2/2024,136678.2656,137074.221,134498.782,135887.866,7756
4/3/2024,135778.9063,137139.0312,135588.7797,136784.1544,6928
4/4/2024,134951.6406,136702.6267,134692.4736,135985.5516,5388
4/5/2024,135054.9844,135688.4693,134093.3073,135279.7091,6537
4/8/2024,132307.1563,135388.3576,130379.7989,134399.3573,15744
4/9/2024,132521.7656,133584.5422,132277.8959,132518.0737,3764
4/10/2024,132278.3906,133483.0961,131850.0959,133096.3161,4292
4/12/2024,131318.2344,132946.2967,131102.389,132597.8535,4795
4/15/2024,129052.3906,131002.1802,128779.4216,131002.1802,8752
4/16/2024,129762.5781,130293.5225,127614.0945,128111.4376,6799
4/18/2024,128840.7344,131105.4594,128613.7743,130354.5961,4811
4/19/2024,128767.1094,129129.409,126927.143,128531.1765,6377
4/22/2024,128629.9141,131252.9117,128319.909,129507.2064,6055
4/23/2024,128835.9531,129710.6985,128365.6296,129108.4236,5398
4/24/2024,128135.8203,129754.0607,127937.017,129046.4023,4696
4/25/2024,129240.7344,129481.9014,127812.3633,128111.4562,5828
4/26/2024,129843.9453,130354.6464,129240.7279,129307.8213,3735
4/29/2024,130425.7344,130843.1715,130005.7114,130603.8972,3233
4/30/2024,132617.2344,135172.4377,130656.3768,130656.3768,14637
5/2/2024,133457.2031,134591.809,132099.3681,133633.1695,9911
5/3/2024,128171.6563,133893.9023,127381.5526,133893.9023,32315
5/6/2024,126093.0781,129058.5842,124623.1378,129058.5842,16067
5/7/2024,124138,126602.0735,122738.8451,126093.0704,13141
5/8/2024,126294.6016,126805.5519,123465.5336,124137.994,9470
5/9/2024,125843.4688,127313.7594,125419.6059,125918.094,7038
5/10/2024,127209.8828,127464.361,125163.8383,126316.8881,5922
5/13/2024,128492.1953,128809.1325,125243.2989,127209.8891,9777
5/14/2024,127807.3203,128609.9329,127313.8638,128310.84,5329
5/15/2024,127060.0859,128161.2462,126917.0199,127612.956,6132
5/16/2024,128574.3281,128759.4697,126665.8198,127169.2928,6690
5/17/2024,128753.1016,129197.3012,128011.7485,128510.2366,9747
5/21/2024,129228.8203,129599.2438,127174.3013,127174.3013,7993
5/22/2024,129089.7344,129806.3111,128609.9395,129257.9741,7108
5/23/2024,129767.1719,130190.139,128660.8243,129089.7265,11228
5/24/2024,130643.3125,131099.3824,128578.232,129756.4554,8423
5/27/2024,130557.7656,132398.4328,129757.443,130404.4805,16733
5/28/2024,128718.8047,131100.5809,128609.9318,130902.9771,5327
5/29/2024,127760.3516,129307.7598,127533.189,129108.4113,5173
5/30/2024,125086.6641,127615.4475,124671.8752,127612.955,8549
5/31/2024,125052.2188,126516.2315,124649.4871,125718.6973,14691
6/3/2024,126586.4609,128510.2277,126317.0281,128510.2277,17642
6/4/2024,121534.5938,126615.979,115996.0404,126615.979,19731
6/5/2024,127572.7891,127940.3228,121647.9537,122777.6291,9992
6/6/2024,125750.6563,128308.5001,125552.7565,128111.4493,10281
6/7/2024,126895.5938,127064.628,125421.1126,125750.6599,7440
6/10/2024,126579.375,127812.3385,125668.2401,127811.3415,14250
6/11/2024,125877.1172,127114.4659,125673.8353,126586.0685,4595
6/12/2024,125696.2266,126516.2863,125449.5684,126017.7981,5185
6/13/2024,125698.3672,126381.9891,125470.6048,125720.1527,2995
6/14/2024,125200.9688,125944.012,125007.8513,125697.7589,5958
6/18/2024,125467.6641,125947.9573,125200.9729,125200.9729,3439
6/19/2024,124570.9297,125816.3555,124372.7807,125519.3033,3973
6/20/2024,125919.2422,126316.8877,124238.5428,124821.4234,6497
6/21/2024,124910.4531,126715.6811,124622.031,125918.1001,7878
6/24/2024,124866.5859,125962.3641,124123.5427,125313.9323,9053
6/25/2024,126570.9609,127383.6445,125080.9255,125618.9967,6690
6/26/2024,125546.6797,127094.532,125420.1104,127094.532,5775
6/27/2024,124832.3984,125772.9988,124422.6879,125546.6852,6984
6/28/2024,129067.6953,130441.7778,125020.774,125131.4851,21408
7/1/2024,129275.8672,130105.3981,127315.3602,129208.618,11010
7/2/2024,128297.9844,129566.9872,127737.6837,129377.6084,6210
7/3/2024,128538.0469,128933.9944,127612.9542,128831.7576,6825
7/4/2024,128129.2422,128759.4791,127443.5173,128585.0083,4989
7/5/2024,128561.125,130254.9408,127812.3491,128111.442,7882
7/8/2024,128381.7266,130833.6883,127671.7315,128783.4067,20120
7/9/2024,130953.375,131251.8759,128370.4588,129108.4237,7879
7/10/2024,130476.7344,131599.8749,127812.3619,131599.8749,7283
7/11/2024,130210.9766,130935.8328,129886.0636,130006.6977,3872
7/12/2024,129298.7422,130603.8386,128830.4126,130215.0646,4312
7/15/2024,130864.9297,133943.7479,129826.2363,129826.2363,16952
7/16/2024,132778.8906,133076.3946,131002.6839,131451.3232,8534
7/18/2024,131900.7969,132772.1541,130390.5337,132299.8366,5679
7/19/2024,127736.125,131850.1005,127114.4636,131850.1005,18338
7/22/2024,130578.4531,131162.1827,126217.3289,127736.1208,19170
7/23/2024,131605.5625,133331.6712,125843.9351,130106.4061,18946
7/24/2024,136857.5781,137459.0975,130559.5701,131072.6234,22893
7/25/2024,137368.1875,139769.2151,134283.2335,134283.2335,17629
7/26/2024,138646.3906,139098.2701,135986.3904,137667.6279,13182
7/29/2024,139030,140251.7295,138276.6233,138656.5096,12647
7/30/2024,139712.7969,140273.3912,139029.9937,139035.3912,7514
7/31/2024,142019.6094,142268.005,139724.2707,139724.2707,11737
8/1/2024,140039.9219,143617.8917,139374.8401,142231.7248,8618
8/2/2024,138137.1875,140423.1508,137778.4233,140038.7718,6267
8/5/2024,136248.5,137677.5977,135056.8313,136579.3718,9577
8/6/2024,135454.4844,138775.8222,135081.7895,135805.6203,7917
8/7/2024,134388.3906,138449.6264,133989.5818,137278.222,6772
8/8/2024,140165.125,142270.1776,131787.1119,134283.0799,39876
8/9/2024,136690.8906,141022.0347,135181.6256,140165.122,17910
8/12/2024,137064.0938,138276.6351,134283.086,136878.8929,15138
8/13/2024,137266.2031,138276.6177,136799.0047,138076.8935,4734
8/14/2024,135751.1406,137927.1252,135304.2532,136883.8575,6578
8/16/2024,135867.7188,137456.2463,134404.9255,137028.6402,9943
8/19/2024,134706.1563,136778.3091,134283.5888,136060.219,9128
8/20/2024,135653.8906,135998.9893,134833.1697,135381.2842,4051
8/21/2024,137609.0469,137777.4311,135081.7857,135081.7857,6885
8/22/2024,139389.3906,139672.3866,137216.1511,137216.1511,5436
8/23/2024,138296.1719,140273.3839,138008.3868,139274.9968,5657
8/26/2024,139099.75,140273.4009,138138.0067,139773.755,9279
8/27/2024,138583.7344,139624.4127,138225.6253,139135.2497,4576
